season,week,celebrity,total_score,estimated_votes,vote_share,method,is_eliminated,optimization_success
2,4,Tia Carrere,25.0,157444.0140595256,0.1574440140595256,rank,False,True
2,4,George Hamilton,21.0,131901.73310068532,0.13190173310068531,rank,False,True
2,4,Lisa Rinna,26.0,168594.2863354864,0.1685942863354864,rank,False,True
2,4,Stacy Keibler,26.0,166516.31432815883,0.16651631432815883,rank,False,True
2,4,Jerry Rice,24.0,153293.11820815672,0.15329311820815672,rank,False,True
2,4,Master P,8.0,41717.87152424062,0.04171787152424062,rank,True,True
2,4,Drew Lachey,28.0,180532.6624437465,0.1805326624437465,rank,False,True
2,5,Tia Carrere,22.0,139674.00469878907,0.13967400469878907,rank,True,True
2,5,George Hamilton,24.0,160122.0211559854,0.1601220211559854,rank,False,True
2,5,Lisa Rinna,25.0,166346.27120345956,0.16634627120345957,rank,False,True
2,5,Stacy Keibler,30.0,204477.01793946588,0.20447701793946588,rank,False,True
2,5,Jerry Rice,23.0,150644.332275872,0.150644332275872,rank,False,True
2,5,Drew Lachey,27.0,178736.35272642804,0.17873635272642804,rank,False,True
2,6,George Hamilton,23.0,429.00042900042894,0.00042900042900042895,rank,True,True
2,6,Lisa Rinna,27.0,105105.10510510507,0.10510510510510508,rank,False,True
2,6,Stacy Keibler,30.0,298155.2981552981,0.2981552981552981,rank,False,True
2,6,Jerry Rice,23.0,394680.3946803946,0.3946803946803946,rank,False,True
2,6,Drew Lachey,30.0,201630.2016302016,0.2016302016302016,rank,False,True
2,7,Lisa Rinna,26.5,526.0389268805892,0.0005260389268805893,rank,True,True
2,7,Stacy Keibler,27.5,171839.38278099248,0.17183938278099248,rank,False,True
2,7,Jerry Rice,20.5,494476.59126775386,0.49447659126775384,rank,False,True
2,7,Drew Lachey,27.5,333157.98702437314,0.33315798702437316,rank,False,True
2,8,Stacy Keibler,28.6665,340666.5188317668,0.3406665188317668,rank,False,
2,8,Jerry Rice,26.666600000000003,314979.009310794,0.314979009310794,rank,False,
2,8,Drew Lachey,28.9998,344354.47185743914,0.34435447185743917,rank,False,
3,1,Harry Hamlin,17.0,82270.0369026663,0.0822700369026663,percent,False,True
3,1,Vivica A. Fox,22.0,100479.7128199664,0.1004797128199664,percent,False,True
3,1,Monique Coleman,19.0,90614.81310015413,0.09061481310015414,percent,False,True
3,1,Joey Lawrence,21.0,103292.91770666838,0.10329291770666837,percent,False,True
3,1,Mario Lopez,26.0,130495.6881056256,0.1304956881056256,percent,False,True
3,1,Emmitt Smith,24.0,119314.08923549422,0.11931408923549422,percent,False,True
3,1,Shanna Moakler,18.0,75462.10505180334,0.07546210505180334,percent,False,True
3,1,Willa Ford,22.0,103646.79526374898,0.10364679526374898,percent,False,True
3,1,Sara Evans,15.0,66361.74525142716,0.06636174525142716,percent,False,True
3,1,Jerry Springer,16.0,73644.31810915277,0.07364431810915277,percent,False,True
3,1,Tucker Carlson,12.0,54417.77845329267,0.05441777845329267,percent,True,True
3,2,Harry Hamlin,21.0,94793.62438350488,0.09479362438350487,percent,False,True
3,2,Vivica A. Fox,24.0,99765.00728881935,0.09976500728881936,percent,False,True
3,2,Monique Coleman,26.0,118204.75392440488,0.11820475392440488,percent,False,True
3,2,Joey Lawrence,29.0,136319.5491752607,0.1363195491752607,percent,False,True
3,2,Mario Lopez,21.0,100850.77769406568,0.10085077769406568,percent,False,True
3,2,Emmitt Smith,24.0,106763.07905586308,0.10676307905586309,percent,False,True
3,2,Shanna Moakler,22.0,67598.8157707157,0.06759881577071569,percent,True,True
3,2,Willa Ford,23.0,97773.47038017222,0.09777347038017221,percent,False,True
3,2,Sara Evans,21.0,97288.4655669598,0.0972884655669598,percent,False,True
3,2,Jerry Springer,19.0,80642.4567602337,0.08064245676023371,percent,False,True
3,3,Harry Hamlin,22.0,77958.78501746885,0.07795878501746885,percent,True,True
3,3,Vivica A. Fox,27.0,126202.7525367485,0.1262027525367485,percent,False,True
3,3,Monique Coleman,27.0,136640.89633379554,0.13664089633379553,percent,False,True
3,3,Joey Lawrence,22.0,112201.2439013869,0.1122012439013869,percent,False,True
3,3,Mario Lopez,22.0,125025.3260587681,0.1250253260587681,percent,False,True
3,3,Emmitt Smith,19.0,92451.55147483146,0.09245155147483146,percent,False,True
3,3,Willa Ford,22.0,110739.58549220968,0.11073958549220968,percent,False,True
3,3,Sara Evans,25.0,119758.02062216055,0.11975802062216055,percent,False,True
3,3,Jerry Springer,21.0,99021.83856263048,0.09902183856263048,percent,False,True
3,4,Vivica A. Fox,24.0,77131.36968555128,0.07713136968555129,percent,True,True
3,4,Monique Coleman,24.0,124230.44051040016,0.12423044051040016,percent,False,True
3,4,Joey Lawrence,27.0,141834.2185875031,0.14183421858750309,percent,False,True
3,4,Mario Lopez,29.0,149973.65613541938,0.14997365613541938,percent,False,True
3,4,Emmitt Smith,24.0,123675.43975749704,0.12367543975749704,percent,False,True
3,4,Willa Ford,28.0,140746.32741525615,0.14074632741525614,percent,False,True
3,4,Sara Evans,20.0,97333.41030934475,0.09733341030934475,percent,False,True
3,4,Jerry Springer,22.0,145075.1375990282,0.1450751375990282,percent,False,True
3,5,Monique Coleman,27.0,159642.79054234287,0.15964279054234287,percent,False,True
3,5,Joey Lawrence,25.0,147737.7295880827,0.1477377295880827,percent,False,True
3,5,Mario Lopez,27.0,157881.87459305252,0.15788187459305253,percent,False,True
3,5,Emmitt Smith,27.0,158855.5474788342,0.1588555474788342,percent,False,True
3,5,Willa Ford,27.0,100461.25865406157,0.10046125865406158,percent,True,True
3,5,Sara Evans,24.0,135975.24180397615,0.13597524180397616,percent,False,True
3,5,Jerry Springer,24.0,139445.55733965005,0.13944555733965006,percent,False,True
3,6,Monique Coleman,23.0,194002.05719138312,0.1940020571913831,percent,False,
3,6,Joey Lawrence,24.0,204311.7816229936,0.20431178162299363,percent,False,
3,6,Mario Lopez,28.0,241964.4981508506,0.24196449815085058,percent,False,
3,6,Emmitt Smith,25.0,213017.09499962808,0.2130170949996281,percent,False,
3,6,Jerry Springer,18.0,146704.56803514442,0.14670456803514442,percent,False,
3,7,Monique Coleman,27.0,200132.68517425715,0.20013268517425714,percent,False,True
3,7,Joey Lawrence,28.5,215877.73405026697,0.21587773405026697,percent,False,True
3,7,Mario Lopez,28.0,206635.24965636403,0.20663524965636404,percent,False,True
3,7,Emmitt Smith,28.5,212441.1774847983,0.2124411774847983,percent,False,True
3,7,Jerry Springer,23.0,164913.15363431352,0.16491315363431353,percent,True,True
3,8,Monique Coleman,26.5,242142.20690483233,0.24214220690483232,percent,True,True
3,8,Joey Lawrence,27.0,250336.67413092437,0.25033667413092436,percent,False,True
3,8,Mario Lopez,28.5,261169.5530930801,0.2611695530930801,percent,False,True
3,8,Emmitt Smith,27.0,246351.5658711633,0.2463515658711633,percent,False,True
3,9,Joey Lawrence,29.5,334622.5737123295,0.3346225737123295,percent,False,
3,9,Mario Lopez,29.5,332367.27548485104,0.332367275484851,percent,False,
3,9,Emmitt Smith,29.5,333010.1508028194,0.3330101508028194,percent,False,
3,10,Mario Lopez,29.666600000000003,499514.71526816575,0.49951471526816577,percent,False,
3,10,Emmitt Smith,29.666600000000003,500485.2847318343,0.5004852847318343,percent,False,
4,1,John Ratzenberger,17.0,82141.33430485912,0.08214133430485912,percent,False,
4,1,Ian Ziering,21.0,104113.74288707745,0.10411374288707745,percent,False,
4,1,Clyde Drexler,16.0,77300.52634952158,0.07730052634952157,percent,False,
4,1,Laila Ali,23.0,114638.3677219131,0.1146383677219131,percent,False,
4,1,Apolo Anton Ohno,21.0,103413.94060655471,0.1034139406065547,percent,False,
4,1,Shandi Finnessey,19.0,91535.95232556273,0.09153595232556273,percent,False,
4,1,Paulina Porizkova,19.0,90400.83760403782,0.09040083760403782,percent,False,
4,1,Heather Mills,18.0,85376.77893621115,0.08537677893621115,percent,False,
4,1,Billy Ray Cyrus,13.0,59741.14738651626,0.059741147386516265,percent,False,
4,1,Joey Fatone,24.0,120498.47494883758,0.12049847494883759,percent,False,
4,1,Leeza Gibbons,15.0,70838.89692890852,0.07083889692890852,percent,False,
4,2,John Ratzenberger,21.0,89344.14823424035,0.08934414823424035,percent,False,True
4,2,Ian Ziering,22.0,92477.55300547715,0.09247755300547715,percent,False,True
4,2,Clyde Drexler,18.0,82194.90857650166,0.08219490857650166,percent,False,True
4,2,Laila Ali,27.0,111276.80008703252,0.11127680008703252,percent,False,True
4,2,Apolo Anton Ohno,26.0,107341.84343319663,0.10734184343319662,percent,False,True
4,2,Shandi Finnessey,20.0,79356.64099908127,0.07935664099908127,percent,False,True
4,2,Paulina Porizkova,21.0,69949.99769698066,0.06994999769698065,percent,True,True
4,2,Heather Mills,24.0,94756.84282663155,0.09475684282663155,percent,False,True
4,2,Billy Ray Cyrus,21.0,86272.6633150584,0.0862726633150584,percent,False,True
4,2,Joey Fatone,24.0,99110.38830262744,0.09911038830262744,percent,False,True
4,2,Leeza Gibbons,21.0,87918.21352317232,0.08791821352317232,percent,False,True
4,3,John Ratzenberger,20.0,121645.80028107128,0.12164580028107128,percent,False,True
4,3,Ian Ziering,24.0,114387.87959669536,0.11438787959669536,percent,False,True
4,3,Clyde Drexler,16.0,80175.47384499703,0.08017547384499703,percent,False,True
4,3,Laila Ali,21.0,94732.13118675302,0.09473213118675301,percent,False,True
4,3,Apolo Anton Ohno,23.0,106142.35728731287,0.10614235728731287,percent,False,True
4,3,Shandi Finnessey,21.0,57239.69181182911,0.057239691811829106,percent,True,True
4,3,Heather Mills,24.0,105874.74631129018,0.10587474631129018,percent,False,True
4,3,Billy Ray Cyrus,21.0,94179.3110349869,0.09417931103498689,percent,False,True
4,3,Joey Fatone,24.0,111992.73437066351,0.11199273437066351,percent,False,True
4,3,Leeza Gibbons,24.0,113629.87427440088,0.11362987427440088,percent,False,True
4,4,John Ratzenberger,16.0,264356.69924629666,0.2643566992462967,percent,False,True
4,4,Ian Ziering,24.0,65438.31695356474,0.06543831695356474,percent,False,True
4,4,Clyde Drexler,15.0,84844.4352987031,0.0848444352987031,percent,False,True
4,4,Laila Ali,21.0,113935.10789453921,0.11393510789453921,percent,False,True
4,4,Apolo Anton Ohno,26.0,11857.412441971826,0.011857412441971827,percent,False,True
4,4,Heather Mills,23.0,140921.27425133935,0.14092127425133935,percent,False,True
4,4,Billy Ray Cyrus,21.0,273790.61206143437,0.27379061206143435,percent,False,True
4,4,Joey Fatone,28.0,103.45556200798772,0.00010345556200798772,percent,False,True
4,4,Leeza Gibbons,16.0,44752.68629014286,0.04475268629014286,percent,True,True
4,5,John Ratzenberger,18.0,100551.002174867,0.100551002174867,percent,False,True
4,5,Ian Ziering,24.0,140371.97949276475,0.14037197949276475,percent,False,True
4,5,Clyde Drexler,13.0,69821.59657673347,0.06982159657673347,percent,True,True
4,5,Laila Ali,28.0,164695.86435751998,0.16469586435751998,percent,False,True
4,5,Apolo Anton Ohno,30.0,179379.1405709723,0.1793791405709723,percent,False,True
4,5,Heather Mills,21.0,110823.0367983881,0.1108230367983881,percent,False,True
4,5,Billy Ray Cyrus,17.0,89977.67802339612,0.08997767802339612,percent,False,True
4,5,Joey Fatone,25.0,144379.70200535827,0.14437970200535827,percent,False,True
4,6,John Ratzenberger,19.0,108761.18123769543,0.10876118123769543,percent,False,True
4,6,Ian Ziering,24.0,144008.35061671084,0.14400835061671083,percent,False,True
4,6,Laila Ali,28.0,168874.85994645936,0.16887485994645934,percent,False,True
4,6,Apolo Anton Ohno,28.0,169225.0971699278,0.16922509716992779,percent,False,True
4,6,Heather Mills,23.0,85231.76753027295,0.08523176753027295,percent,True,True
4,6,Billy Ray Cyrus,21.0,161488.7355272683,0.16148873552726828,percent,False,True
4,6,Joey Fatone,27.0,162410.00797166547,0.16241000797166547,percent,False,True
4,7,John Ratzenberger,22.5,109908.47755175398,0.10990847755175398,percent,True,True
4,7,Ian Ziering,27.0,164357.77878594777,0.16435777878594776,percent,False,True
4,7,Laila Ali,29.5,220226.48044711014,0.22022648044711013,percent,False,True
4,7,Apolo Anton Ohno,27.0,149602.37367554486,0.14960237367554485,percent,False,True
4,7,Billy Ray Cyrus,19.0,132562.20033234387,0.13256220033234387,percent,False,True
4,7,Joey Fatone,29.5,223342.68920729947,0.22334268920729947,percent,False,True
4,8,Ian Ziering,23.5,188017.72309018057,0.18801772309018058,percent,False,True
4,8,Laila Ali,26.5,211776.86988521996,0.21177686988521996,percent,False,True
4,8,Apolo Anton Ohno,29.0,236588.94672824963,0.23658894672824962,percent,False,True
4,8,Billy Ray Cyrus,19.0,141250.76776365787,0.1412507677636579,percent,True,True
4,8,Joey Fatone,27.5,222365.69253269196,0.22236569253269195,percent,False,True
4,9,Ian Ziering,29.0,247916.26867731122,0.24791626867731123,percent,True,True
4,9,Laila Ali,30.0,251790.33579057886,0.25179033579057886,percent,False,True
4,9,Apolo Anton Ohno,29.5,247407.77726730352,0.2474077772673035,percent,False,True
4,9,Joey Fatone,30.0,252885.61826480643,0.25288561826480643,percent,False,True
4,10,Laila Ali,28.333200000000005,327236.6150601805,0.3272366150601805,percent,False,
4,10,Apolo Anton Ohno,29.3332,340702.39760230354,0.34070239760230353,percent,False,
4,10,Joey Fatone,28.6665,332060.9873375159,0.33206098733751593,percent,False,
5,1,Cameron Mathison,21.0,84522.99384356412,0.08452299384356413,percent,False,True
5,1,Jane Seymour,24.0,97368.23417598261,0.09736823417598262,percent,False,True
5,1,Sabrina Bryan,26.0,104174.80096130312,0.10417480096130312,percent,False,True
5,1,Jennie Garth,21.0,79569.28382858814,0.07956928382858815,percent,False,True
5,1,Floyd Mayweather Jr. ,18.0,68375.64829644632,0.06837564829644632,percent,False,True
5,1,Josie Maran,16.0,54990.51781962459,0.05499051781962459,percent,True,True
5,1,Albert Reed,21.0,80895.62653672912,0.08089562653672912,percent,False,True
5,1,Helio Castroneves,25.0,100846.03900769545,0.10084603900769545,percent,False,True
5,1,Mel B,24.0,94146.99829771456,0.09414699829771456,percent,False,True
5,1,Wayne Newton,19.0,72643.17879320719,0.07264317879320718,percent,False,True
5,1,Marie Osmond,21.0,78952.01288442922,0.07895201288442921,percent,False,True
5,1,Mark Cuban,21.0,83514.6655547157,0.08351466555471569,percent,False,True
5,2,Cameron Mathison,21.0,99487.24116673686,0.09948724116673686,percent,False,True
5,2,Jane Seymour,21.0,98465.93131559875,0.09846593131559875,percent,False,True
5,2,Sabrina Bryan,26.0,111695.47846769488,0.11169547846769487,percent,False,True
5,2,Jennie Garth,21.0,70619.9009933592,0.0706199009933592,percent,False,True
5,2,Floyd Mayweather Jr. ,21.0,70850.36556083526,0.07085036556083525,percent,False,True
5,2,Albert Reed,21.0,38081.47048356972,0.03808147048356972,percent,True,True
5,2,Helio Castroneves,27.0,123162.20923514046,0.12316220923514046,percent,False,True
5,2,Mel B,23.0,110842.13346456822,0.11084213346456823,percent,False,True
5,2,Wayne Newton,15.0,63291.55475302291,0.06329155475302291,percent,False,True
5,2,Marie Osmond,24.0,100222.22177113408,0.10022222177113407,percent,False,True
5,2,Mark Cuban,18.0,113281.4927883397,0.1132814927883397,percent,False,True
5,3,Cameron Mathison,23.0,98835.47635492962,0.09883547635492962,percent,False,True
5,3,Jane Seymour,27.0,117578.5390164477,0.1175785390164477,percent,False,True
5,3,Sabrina Bryan,27.0,114277.02280948484,0.11427702280948485,percent,False,True
5,3,Jennie Garth,26.0,107789.89570554932,0.10778989570554932,percent,False,True
5,3,Floyd Mayweather Jr. ,21.0,86251.23917112758,0.08625123917112758,percent,False,True
5,3,Helio Castroneves,24.0,100672.78038504023,0.10067278038504023,percent,False,True
5,3,Mel B,27.0,113688.68508616509,0.11368868508616509,percent,False,True
5,3,Wayne Newton,18.0,71374.85909096553,0.07137485909096554,percent,True,True
5,3,Marie Osmond,26.0,106953.69902899895,0.10695369902899896,percent,False,True
5,3,Mark Cuban,20.0,82577.80335129121,0.08257780335129121,percent,False,True
5,4,Cameron Mathison,27.0,120402.02019213693,0.12040202019213693,percent,False,True
5,4,Jane Seymour,26.0,112942.57649880397,0.11294257649880397,percent,False,True
5,4,Sabrina Bryan,30.0,130310.47528492901,0.130310475284929,percent,False,True
5,4,Jennie Garth,27.0,113355.41525058195,0.11335541525058195,percent,False,True
5,4,Floyd Mayweather Jr. ,23.0,92730.18712769164,0.09273018712769164,percent,True,True
5,4,Helio Castroneves,27.0,116539.46841576365,0.11653946841576365,percent,False,True
5,4,Mel B,26.0,109211.6221803879,0.10921162218038791,percent,False,True
5,4,Marie Osmond,26.0,107504.517059277,0.10750451705927701,percent,False,True
5,4,Mark Cuban,22.0,97003.71799042792,0.09700371799042792,percent,False,True
5,5,Cameron Mathison,26.0,136481.25444990044,0.13648125444990045,percent,False,True
5,5,Jane Seymour,26.0,133945.28647991843,0.13394528647991844,percent,False,True
5,5,Sabrina Bryan,28.0,142289.42117879217,0.14228942117879217,percent,False,True
5,5,Jennie Garth,25.0,122579.38949700209,0.12257938949700209,percent,False,True
5,5,Helio Castroneves,23.0,114030.66651903844,0.11403066651903844,percent,False,True
5,5,Mel B,29.0,147643.63057975436,0.14764363057975435,percent,False,True
5,5,Marie Osmond,21.0,101515.18799282244,0.10151518799282244,percent,False,True
5,5,Mark Cuban,21.0,101515.16330277149,0.10151516330277148,percent,True,True
5,6,Cameron Mathison,25.0,149248.3111007025,0.1492483111007025,percent,False,True
5,6,Jane Seymour,22.0,126535.7799290775,0.1265357799290775,percent,False,True
5,6,Sabrina Bryan,25.0,103163.10500432504,0.10316310500432505,percent,True,True
5,6,Jennie Garth,27.0,153911.83197021918,0.15391183197021918,percent,False,True
5,6,Helio Castroneves,28.0,164884.219741198,0.164884219741198,percent,False,True
5,6,Mel B,30.0,175246.34784766551,0.17524634784766552,percent,False,True
5,6,Marie Osmond,23.0,127010.40440681216,0.12701040440681216,percent,False,True
5,7,Cameron Mathison,25.5,169280.5539546628,0.16928055395466282,percent,False,True
5,7,Jane Seymour,25.0,162232.9074385056,0.16223290743850557,percent,True,True
5,7,Jennie Garth,26.5,166887.7584002383,0.16688775840023828,percent,False,True
5,7,Helio Castroneves,26.0,167704.9915677133,0.1677049915677133,percent,False,True
5,7,Mel B,27.0,172042.8554152091,0.1720428554152091,percent,False,True
5,7,Marie Osmond,26.0,161850.9332236709,0.1618509332236709,percent,False,True
5,8,Cameron Mathison,25.5,171286.74152007935,0.17128674152007936,percent,True,True
5,8,Jennie Garth,25.0,192101.04908308637,0.19210104908308637,percent,False,True
5,8,Helio Castroneves,28.5,229629.2934940806,0.2296292934940806,percent,False,True
5,8,Mel B,28.0,220704.09931742138,0.22070409931742138,percent,False,True
5,8,Marie Osmond,24.5,186278.81658533233,0.18627881658533232,percent,False,True
5,9,Jennie Garth,29.0,235328.14638227224,0.23532814638227223,percent,True,True
5,9,Helio Castroneves,30.0,262969.5773125076,0.2629695773125076,percent,False,True
5,9,Mel B,30.0,257827.12125223505,0.25782712125223506,percent,False,True
5,9,Marie Osmond,28.0,243875.15505298512,0.24387515505298513,percent,False,True
5,10,Helio Castroneves,27.999900000000004,357364.3573995835,0.3573643573995835,percent,False,
5,10,Mel B,28.333199999999998,360084.93572992156,0.36008493572992156,percent,False,
5,10,Marie Osmond,23.0,282550.70687049505,0.28255070687049505,percent,False,
6,1,Cristian de la Fuente,21.0,87098.76981870434,0.08709876981870435,percent,False,
6,1,Steve Guttenberg,18.0,73214.71763252147,0.07321471763252146,percent,False,
6,1,Priscilla Presley,24.0,101441.03286399884,0.10144103286399885,percent,False,
6,1,Marlee Matlin,22.0,92678.03528001839,0.09267803528001839,percent,False,
6,1,Shannon Elizabeth,21.0,85840.82056325753,0.08584082056325752,percent,False,
6,1,Marissa Jaret Winokur,18.0,72914.95116448816,0.07291495116448815,percent,False,
6,1,Jason Taylor,22.0,92039.99465719853,0.09203999465719853,percent,False,
6,1,Kristi Yamaguchi,27.0,114666.14803293251,0.11466614803293251,percent,False,
6,1,Monica Seles,15.0,58639.67539577961,0.05863967539577961,percent,False,
6,1,Penn Jillette,16.0,61351.43921978577,0.06135143921978577,percent,False,
6,1,Adam Carolla,15.0,59614.68190776266,0.05961468190776266,percent,False,
6,1,Mario,24.0,100499.7334635522,0.1004997334635522,percent,False,
6,2,Cristian de la Fuente,20.0,77824.65820243426,0.07782465820243427,percent,False,True
6,2,Steve Guttenberg,16.0,59905.185583512284,0.05990518558351229,percent,False,True
6,2,Priscilla Presley,21.0,82577.99434097463,0.08257799434097464,percent,False,True
6,2,Marlee Matlin,24.0,99789.5774815982,0.0997895774815982,percent,False,True
6,2,Shannon Elizabeth,24.0,92243.9215984375,0.0922439215984375,percent,False,True
6,2,Marissa Jaret Winokur,21.0,81927.35424177477,0.08192735424177476,percent,False,True
6,2,Jason Taylor,27.0,112366.24832961464,0.11236624832961464,percent,False,True
6,2,Kristi Yamaguchi,27.0,107158.34637682991,0.10715834637682992,percent,False,True
6,2,Monica Seles,15.0,52906.752184714904,0.052906752184714904,percent,True,True
6,2,Penn Jillette,17.0,55882.02870741324,0.055882028707413246,percent,True,True
6,2,Adam Carolla,19.0,74042.25127443294,0.07404225127443294,percent,False,True
6,2,Mario,26.0,103375.68167826261,0.10337568167826261,percent,False,True
6,3,Cristian de la Fuente,25.0,110515.85469985624,0.11051585469985624,percent,False,False
6,3,Steve Guttenberg,21.0,93399.18452029467,0.09339918452029468,percent,True,False
6,3,Priscilla Presley,26.0,115021.19509022722,0.11502119509022722,percent,False,False
6,3,Marlee Matlin,21.0,95643.25311522865,0.09564325311522866,percent,False,False
6,3,Shannon Elizabeth,24.0,101041.28495105571,0.10104128495105572,percent,False,False
6,3,Marissa Jaret Winokur,19.0,83391.68095792129,0.08339168095792128,percent,False,False
6,3,Jason Taylor,23.0,102407.21390234614,0.10240721390234614,percent,False,False
6,3,Kristi Yamaguchi,27.0,114645.39136550498,0.11464539136550499,percent,False,False
6,3,Adam Carolla,21.0,93928.61954124093,0.09392861954124093,percent,False,False
6,3,Mario,21.0,90006.32185632408,0.09000632185632408,percent,False,False
6,4,Cristian de la Fuente,26.0,117423.92190028411,0.11742392190028411,percent,False,True
6,4,Priscilla Presley,22.0,96164.7109514286,0.0961647109514286,percent,False,True
6,4,Marlee Matlin,24.0,109898.69124062748,0.10989869124062748,percent,False,True
6,4,Shannon Elizabeth,28.0,122230.96551202006,0.12223096551202006,percent,False,True
6,4,Marissa Jaret Winokur,24.0,105907.47237185981,0.10590747237185981,percent,False,True
6,4,Jason Taylor,29.0,134829.30571116053,0.13482930571116053,percent,False,True
6,4,Kristi Yamaguchi,29.0,128580.29575537743,0.12858029575537744,percent,False,True
6,4,Adam Carolla,19.0,81543.05005520643,0.08154305005520643,percent,True,True
6,4,Mario,24.0,103421.58650203553,0.10342158650203553,percent,False,True
6,5,Cristian de la Fuente,23.0,117151.48211897422,0.11715148211897422,percent,False,True
6,5,Priscilla Presley,21.0,105113.25561231906,0.10511325561231906,percent,True,True
6,5,Marlee Matlin,22.0,114427.93686142299,0.114427936861423,percent,False,True
6,5,Shannon Elizabeth,23.0,111570.87218550369,0.11157087218550368,percent,False,True
6,5,Marissa Jaret Winokur,24.0,122408.73879495331,0.12240873879495331,percent,False,True
6,5,Jason Taylor,27.0,143030.62549688827,0.14303062549688828,percent,False,True
6,5,Kristi Yamaguchi,29.0,148614.1769301622,0.1486141769301622,percent,False,True
6,5,Mario,27.0,137682.91199977612,0.13768291199977611,percent,False,True
6,6,Cristian de la Fuente,27.0,153492.17390497017,0.15349217390497016,percent,False,True
